"","Title","Active Learning","Active Listening","Complex Problem Solving","Coordination","Critical Thinking","Equipment Maintenance","Equipment Selection","Installation","Instructing","Judgment and Decision Making","Learning Strategies","Management of Financial Resources","Management of Material Resources","Management of Personnel Resources","Mathematics","Monitoring","Negotiation","Operation and Control","Operation Monitoring","Operations Analysis","Persuasion","Programming","Quality Control Analysis","Reading Comprehension","Repairing","Science","Service Orientation","Social Perceptiveness","Speaking","Systems Analysis","Systems Evaluation","Technology Design","Time Management","Troubleshooting","Writing","dim"
"93","Brickmasons and Blockmasons",2.25,2.62,2.38,3.25,2.62,2,2,0.38,2.25,2.38,2.12,1.12,1.88,2,3.5,2.88,1.75,2.38,2,1.5,1.88,0,2.75,2.38,2.12,0.62,1.75,2,2.25,1.75,1.88,0.5,2.5,1.88,2,"Level"
"94","Bridge and Lock Tenders",2.25,2.62,2.5,3.12,2.88,2.25,1.75,0,2.5,2.5,2.25,0,0.25,2.12,1.88,2.88,2.25,3,2.88,0.88,2.38,0,2.62,2.38,2.38,0.38,2.62,2.38,2.62,0.12,1.5,0.12,2.5,2.25,3.12,"Level"
"95","Broadcast News Analysts",3.62,4.25,3,3.62,4.38,0,0.12,0.12,2.88,3.25,2.88,0.88,1.12,3.12,1.88,3.62,2.88,1.62,2.12,1.5,3.5,1.12,0.25,4.5,0,0.5,3,4,4.75,2.88,2.62,0.75,3.12,0.12,4.38,"Level"
"96","Broadcast Technicians",3.12,3.5,3.12,3.25,3.38,2.88,3.12,2.25,3.12,3.38,2.88,0.75,1,2.62,2.75,3.75,1.38,2.88,3.62,1.88,2.12,1.5,3.38,3.62,2.88,1,2.12,2.88,3.38,3,3,2.12,3,3,3,"Level"
"97","Brokerage Clerks",3,3.88,2.88,2.88,3.62,0,0,0,2,2.88,2.75,1.25,1,2.12,3.5,3,2.5,0.25,1.12,0.75,2.12,1.75,0.12,3.75,0,0,3.12,3,3.62,2.12,2.25,0,3.12,0,3.5,"Level"
"98","Brownfield Redevelopment Specialists and Site Managers",3.62,3.88,4.12,4.38,4.12,0,1.12,0,3.25,3.75,3,3.62,3.25,3.5,3.75,4,3.75,1.75,2.62,3.12,3.62,1,2.88,4.38,0,2.75,3.12,3.12,4.12,3.5,3.62,2.12,3.75,1.75,4.25,"Level"
"99","Budget Analysts",3.5,3.62,3.38,2.75,3.88,0,0,0,2.75,3.62,2.62,3.62,2,2.62,3.38,3.38,2.62,0,0.75,3.12,2.62,0.5,0,3.88,0,0.88,2.62,2.88,3.38,3.5,3,0.75,3.38,0,3.5,"Level"
"100","Bus and Truck Mechanics and Diesel Engine Specialists",3,3,3,3,3.25,3.25,2.88,1.75,2.62,2.88,2.5,0.75,0.88,2.12,1.75,3,1.88,3.12,3.12,1.12,2.38,0.62,3.25,2.88,3.75,1.62,2.38,2.62,2.88,2.38,2.38,0.75,2.88,3.5,2.5,"Level"
"101","Bus Drivers, School or Special Client",1.88,2.62,2.38,2.75,2.88,2,1.62,0,1.12,2.38,1.12,0.38,0.25,0.75,1.62,2.88,2.25,2.75,2.75,0.38,2.5,0,2.38,2.5,2.12,0.12,2.75,2.88,2.38,0.62,1.75,0,2.88,2.25,2.25,"Level"
"102","Bus Drivers, Transit and Intercity",2.12,2.5,2.12,2.75,2.5,1.25,0.75,0,1.5,2.25,2,1,0.88,1.75,1.5,2.25,1.88,3.12,3.12,0,1.88,0,2,2.38,1.12,0,2.62,2.25,2.38,1.38,1.25,0.75,2.62,1.88,2.25,"Level"
"103","Business Continuity Planners",4,3.75,4.62,4,4.5,0,0.75,0,3.62,4.25,3.5,3.5,3.12,3.38,3.38,4.12,3.38,0.5,2.5,2.88,3.75,1.25,3.12,4.25,0,0.5,3.75,3.38,4,4,3.88,1.62,3,2,4.12,"Level"
"104","Business Intelligence Analysts",4,4.12,3.75,3.5,4.38,0.38,0.5,0.12,3.5,3.75,3.25,2.25,2.12,2.75,3.75,3.75,3.12,0.38,1.12,2.12,3.38,2.75,1.75,4.38,0,1.12,3,3.5,3.88,4.12,3.75,2.12,3.25,0.62,4,"Level"
"105","Business Teachers, Postsecondary",4.25,4.25,3.62,3.38,4.5,0,0,0,4.62,3.88,4.5,0.88,1.12,2.38,3.5,4.12,2.88,0.25,1,2.75,3.38,1.12,1,5,0,1.62,3.12,3.5,4.88,3.38,3.25,0.75,3.5,0,5,"Level"
"106","Butchers and Meat Cutters",2.25,2.75,2.38,2.88,3.25,0,0.5,0,2.38,2.25,2.38,1.62,1.25,2.62,2.25,2.62,3,2.12,2.25,1.25,2.75,0,2.25,2.88,0,0.62,2.62,2.62,2.62,1.88,1.88,0,3,1.75,2.5,"Level"
"107","Buyers and Purchasing Agents, Farm Products",3.12,3.38,3,3.12,3.75,0,0,0,2.88,3.38,3,2.88,3.12,3,3,3.12,3.62,1.75,2.12,1.75,3.75,0.75,2.38,3.5,0.25,1.38,2.62,3.12,3.88,2.88,2.62,1,3,1.25,3.12,"Level"
"108","Cabinetmakers and Bench Carpenters",2.75,2.5,2.75,2.5,3,2.88,2.88,0.62,2.25,2.88,2.25,1.25,1.5,2.38,3,3.12,2,2.88,3.12,2.88,2.25,0.75,3.38,2.62,2.5,0.38,2,2.38,2.5,2,2,1.5,3,2.88,2.38,"Level"
"109","Camera and Photographic Equipment Repairers",3.12,3.12,3.12,2.25,3.38,3.62,3.12,1.38,0.88,3,2.25,1.75,1.88,1.62,2.5,2.88,2,1.75,3,1.75,2.12,1.25,3.38,3.5,3.88,1.88,2.25,2.5,3,2.12,2.12,2.25,3,3.62,3,"Level"
"110","Camera Operators, Television, Video, and Motion Picture",3.25,3.25,3.12,3.62,3.5,1,2.62,0.25,2.5,3.25,2.62,0.75,2.12,2.62,2,3,2,3.25,3,2.25,2.75,0.5,3.12,3.12,1,0.5,2.5,3.12,3.12,2,2.12,1.75,3.25,1.88,3,"Level"
"111","Cardiovascular Technologists and Technicians",3.38,3.88,3.12,3,3.75,2.38,2.12,0,3.25,3.25,3,0.75,1.25,2.75,2.5,3.75,2.5,3,3.12,0.62,2.25,0.62,2.5,4.12,2.25,2.88,3.25,3.25,3.62,2.75,2.62,0.88,3,2.5,3.5,"Level"
"112","Career/Technical Education Teachers, Middle School",3.38,3.75,3,3.12,3.62,1,1.25,0,3.88,3,4.12,1.5,2,2.75,2.25,3.75,2.75,1.88,1.88,3.12,2.75,0.88,2.25,4,1.12,1.75,3,3.5,3.88,2.75,3,0.88,3.12,1.5,3.5,"Level"
"113","Career/Technical Education Teachers, Secondary School",3.62,3.88,3.12,3.75,3.75,0.25,0.62,0.25,4,3.25,3.88,1.25,2.38,3.12,3,3.75,3.5,1.62,2.25,0.5,3.75,0.62,1.75,4,0.25,0.88,3.25,3.75,3.88,2.88,3.25,1.38,3.38,1.62,3.75,"Level"
"114","Cargo and Freight Agents",2.88,3.12,3,3.12,3.62,0,0,0,2.5,2.88,2.12,0.38,1.12,2.5,2.62,3.12,3.12,0,1.12,1.25,2.75,0.25,2,3.25,0,0,3.12,3,3.38,2.38,2.5,0.25,3,0.75,3,"Level"
"115","Carpet Installers",2.12,2.12,2.75,3.12,2.88,1.62,2,0.62,2.62,2.5,2.62,0.88,1.5,1.88,3.38,2.88,1.75,2.12,2.12,1.5,1.88,0,2.62,2.25,1.62,0,2.88,2.25,2.25,1.88,1.88,1,2.38,1.88,1.75,"Level"
"116","Cartographers and Photogrammetrists",3.38,3.62,3.38,3.12,3.62,0.25,0.5,0,3.25,3.12,3.12,0.75,1,2.75,3.12,3.25,2.62,0.75,2.25,0.62,2.75,1.25,2.25,4,0,1.5,2.75,2.88,3.38,3.12,2.75,1.25,3.25,1.62,3.75,"Level"
"117","Cashiers",2.12,2.88,2,2.62,2.88,0,0,0,2.25,2.38,1.88,0.25,0.25,2,2.38,2.5,2,1.5,1.5,0,2.12,0.38,0,2.75,0,0,2.75,2.62,2.62,2,1.88,0,2.5,0,2.5,"Level"
"118","Cement Masons and Concrete Finishers",2,2.38,2.62,3.38,2.5,0.62,1.5,0.75,2.38,2.25,2.25,0.75,1.38,2.38,3,3,1.62,2.75,2.25,0.75,1.88,0,2.62,2.12,0.75,0.25,2,1.88,2.38,1.75,2,0.62,2.75,1.5,1.62,"Level"
"119","Chefs and Head Cooks",3.5,3.5,3,4,3.88,1.38,1.75,0,3.25,3,3.38,3.12,3.25,3.75,2.88,4,3.5,2,2.75,2.25,3.5,0.25,2.75,3.38,0.62,0.62,3.38,3.75,3.88,2.88,2.88,0.88,3.62,1.75,3.12,"Level"
"120","Chemical Engineers",4.5,4.12,4.38,3.62,4.62,0,2.88,0,3.62,4.62,3.62,3.25,2.88,3.5,4.88,4.38,2.75,1,3.75,4.75,3.38,2.62,3.88,4.5,0,5.38,2.75,3.12,4,4.38,4.5,3.5,3.75,3.88,4,"Level"
"121","Chemical Equipment Operators and Tenders",2.88,3.12,2.88,3.12,3.12,2.62,2.12,0,2.62,3,2.5,0.5,1.12,2.38,2.88,3.12,1.62,3.88,3.88,1.75,1.88,0.62,3.12,3.38,2.25,2.12,2.25,2.62,3,2.62,2.5,0.75,2.88,2.75,3,"Level"
"122","Chemical Plant and System Operators",3,3.75,3.12,2.75,3.75,2.75,2,0,2.62,3,2.88,1.12,1.38,2.75,2.88,3.75,2.12,3.88,4.5,2,2.12,1,3.5,3.75,2.75,2.88,2.12,2.62,3.12,2.5,2.75,0,3,2.62,3,"Level"
"123","Chemical Technicians",3.12,3.88,3.12,3,4,2.75,2.88,0.25,3.25,3.25,3,1.25,1.62,2.62,3,3.75,2.62,2.75,3.12,2.75,2.25,0.62,3.25,4,2.75,3.88,2.88,3,3.38,2.88,3,1.38,3.12,2.75,3.75,"Level"
"124","Chemistry Teachers, Postsecondary",4.38,4.25,4,3,4.38,0.12,0.88,0,4.5,3.88,4.25,1.62,1.88,2.88,3.5,4.12,2.12,0.25,1.62,3,2.75,1,2.25,5.12,0,4.5,3,3.12,5,3.25,3.38,0.62,3.5,0.88,4.88,"Level"
"125","Chemists",4.12,3.75,4,3.12,4.12,2.62,2.62,0,3.62,3.38,3.12,1.75,2.12,2.75,4.38,3.75,2.38,2.5,3.12,2.88,2.62,1.75,3.25,5,2.5,5.12,2.62,2.88,4,3.12,3.25,1.5,2.88,2.62,4.75,"Level"
"126","Chief Executives",4.75,4.88,5,5.12,4.75,0,0.62,0,3.88,5.75,3.88,5.5,4.75,5.38,3.62,5.5,4.62,1.5,1.62,4.25,5,0.62,1,4.75,0,1.12,3.38,4.25,4.88,5.38,5.12,0.75,4.75,0,4.38,"Level"
"127","Chief Sustainability Officers",3.75,4.12,4.25,3.75,4.12,0,0.5,0,3.38,3.75,3.5,3.38,2.62,3.75,3.38,4.12,3.25,1.25,2.12,3.38,3.88,0.88,2.12,4.25,0,1.5,3.38,3.62,4.25,3.88,3.75,1,3.5,0.12,4.38,"Level"
"128","Child, Family, and School Social Workers",3.5,4.62,3.25,4,4.12,0,0,0,3.38,3.75,3.12,1.12,1.12,3.12,1.88,3.75,3.88,1.12,1.62,3.5,3.88,0.5,0.5,4.12,0,3.12,4.25,4.5,4.38,3,3.38,0.75,3.75,0,4.12,"Level"
"129","Childcare Workers",3.12,3.25,2.75,3.12,3.38,0,0,0,3,3.12,3.12,0,0.62,2.38,2,3.38,2.88,0,1.75,0,2.88,0,1.75,3,0,0.25,3.12,3.5,3.25,2.25,2.25,1.25,3.12,1.25,3,"Level"
"130","Chiropractors",3.88,4.12,3.62,3.38,4.12,0,0,0,3.12,3.62,3.12,1.5,1.75,2.88,2.5,3.38,2.5,1.75,1.62,2.25,3.25,0.5,1.88,4.5,0,3.75,3.75,3.88,3.88,3.12,3.25,0.75,3.25,0.62,3.88,"Level"
"131","Choreographers",3,3.62,2.88,3.75,3.38,0,0.12,0,4,2.88,3.25,0.88,1,3.62,0.62,3.38,3,0,0.5,2.88,2.88,0,0.25,3.25,0,0.62,3,3.62,3.62,2.5,2.5,0.88,3.38,0,3.12,"Level"
"132","City and Regional Planning Aides",3.12,3.75,3.12,3.12,3.5,0,0,0,2.75,3.25,2.38,1.25,1.25,2.5,2.88,3.25,3.12,1.62,1.62,2.25,2.75,0.5,0.25,3.75,0,2.38,3.12,3,3.75,3.12,2.88,0.5,3.38,0,3.62,"Level"
"133","Civil Drafters",3.25,3.25,3.25,2.88,3.25,0,0.75,0,2.88,3,2.62,1.38,1.12,2.88,3.88,3.25,2.5,0,2.5,3.25,2.5,1,3,3.88,0,2.25,2.5,2.88,3.38,3,3,0.62,3,1,3.5,"Level"
"134","Civil Engineering Technicians",2.75,3.88,3.38,2.88,3.25,0,0.25,0,2.88,2.88,2.62,1.75,1.88,2.75,3,3.25,2.62,2.38,2.88,3.12,2.75,0.5,1.88,3.88,0,2.12,2.75,2.75,3.25,2.75,2.75,1.25,3.12,1.38,3.38,"Level"
"135","Civil Engineers",4.5,4,4.12,4,4.5,1.5,0.5,0,3.25,4.12,3.75,3.62,3.12,3.75,4.88,4.12,3.25,0.38,2.12,4.62,3.38,2,2.75,4.75,2.5,4,3,3.75,4,4.25,4.12,2.25,4,0.5,4,"Level"
"136","Claims Examiners, Property and Casualty Insurance",3.38,3.88,3.12,3.12,4,0,0,0,3,3.5,3,1.75,1.38,2.5,2.88,3.25,3.62,0.25,2,0.12,3.38,0.62,1.62,4.12,0,0,3.38,3.38,3.75,2.62,2.5,0.38,2.88,0.75,3.75,"Level"
"137","Cleaners of Vehicles and Equipment",1.88,2.12,1.62,2.12,2.38,1.88,2.12,0.5,1.12,1.75,0.75,0,0.75,1,0.38,2.38,0.88,2.88,3,0.25,1.12,0,2.62,2,1.75,0.12,1.62,2,2.12,1,0.38,0,2.25,1.5,0.5,"Level"
"138","Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",2,2.25,2.12,2.38,2.38,1.38,0.62,0,2.38,2.12,2.12,0,0,2.25,0.88,2.75,1.62,3,2.75,1,1.75,0,2.12,2.25,0.5,0.88,1.62,2,2.25,1.38,1.5,0,2.5,1.75,2.12,"Level"
"139","Clergy",4.12,4.5,3.75,4,4.12,0,0,0,3.88,4,4.25,3.38,3.12,3.88,2.5,4.12,3.88,1.25,1.38,0.88,4.38,0.5,0.38,4.75,0,0.88,4.25,5.38,4.75,2.88,3.88,0.5,3.62,0,4.38,"Level"
"140","Climate Change Analysts",4.12,3.88,4,2.88,4.25,0,0.5,0,3.38,3.88,3.38,1.88,1.75,2.75,3.25,3.5,3.12,0,1,2,3.62,1,0.75,4.38,0,2.5,3.12,3.5,4.25,3.88,3.88,1.12,3.62,0,4.25,"Level"
"141","Clinical Data Managers",3.88,3.75,3.62,3.5,3.88,0,1.5,0,3.75,3.75,3.12,1.5,1.88,3.38,3.75,4.12,2.38,1.12,2,3.12,2.88,3.25,2.62,4,0,1.88,2.88,3.5,3.88,3.38,3.38,1.88,3.5,0.62,4,"Level"
"142","Clinical Nurse Specialists",4,4.38,3.5,3.75,4.12,0,0.38,0.38,3.88,4,3.5,0.5,1.5,3.25,2.88,3.88,3.25,2.12,2.75,3.88,3.62,0.25,2.25,4.25,0,4,4,4,4,3.38,3.38,1.38,3.5,1.25,4,"Level"
"143","Clinical Psychologists",4.12,4.75,4,3.25,4,0,0,0,3.38,3.88,3.75,0.5,0.5,3,1.75,4,3.12,0,0.5,2.75,4,0.25,0.75,4.75,0,3.5,4.12,5.12,4.38,3,3,0.38,3.38,0.5,4.12,"Level"
"144","Clinical Research Coordinators",4.12,4.12,3.75,4.25,4,0,0,0,3.38,3.5,3.5,2.62,2.88,3.75,3,3.88,3.5,0,1.62,1.5,3.38,1.25,0.88,4.38,0.25,3,3.5,3.88,3.88,3.38,3.5,1,3.75,0.38,4.12,"Level"
"145","Coaches and Scouts",3.88,4,3.88,4,4.12,0,1.62,0,4.75,4.12,4,2.5,2.88,4.62,2.25,4.88,4,1.75,2,2.75,4,0,2.62,3.88,0,1.75,3.5,4.12,4.12,3.62,4.25,1.5,4,1.12,3.75,"Level"
"146","Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",2.25,2.38,2.75,3,2.75,3.25,2.88,0.38,2.62,2.38,2.5,0.75,1.25,2.12,2.12,3.25,1.88,3.5,3.88,1.12,2.25,0,3.5,2.75,3,0.62,2,2.25,2.25,1.88,1.75,0.88,2.75,2.75,2.38,"Level"
"147","Coil Winders, Tapers, and Finishers",2.12,3,2.12,2.62,3,0.75,0.75,0.62,2,2.5,1.88,0,0.38,1.38,1,3,1.62,3,3,0.75,1.75,0,2.12,2.75,0.75,0.12,1.38,2.5,2.5,1.38,1.12,0.75,2.38,1.62,2,"Level"
"148","Coin, Vending, and Amusement Machine Servicers and Repairers",2.12,2.88,2.88,2.62,2.88,3.12,2.25,2,2.12,2.75,1.62,1.12,1.12,1.62,1.75,3,1.75,3.12,3.12,0.75,2,0,2.75,3,3.25,1.12,2.88,2.62,2.5,2.5,2.38,0.12,2.75,3.12,2.88,"Level"
"149","Combined Food Preparation and Serving Workers, Including Fast Food",2.12,2.25,2.12,3,2.25,0,0,0,2.38,2.25,2.5,1,1.25,2.25,1.88,2.12,1.62,1.88,1.62,0.12,2.25,0.38,1.5,2.25,0,0,2.75,2.38,2.5,1.5,1.5,0.38,2.25,1.12,2,"Level"
"150","Commercial and Industrial Designers",4.25,4,3.88,3.62,4.12,0,1.75,0.38,3.25,3.75,3,1.62,2.12,2.88,3.62,3.75,2.5,1.25,2.38,4.25,3.62,1.25,3.12,4.38,0,2.75,2.38,3.38,4.25,3.62,3.75,3.62,3.38,1.25,4,"Level"
"151","Commercial Divers",3.12,3.62,3.12,3.12,3.75,3,2.88,2.38,3.12,3.25,3,0.88,1.38,3,2.12,3.25,2.62,3.12,3.62,1.75,2.62,0,3.25,3.5,3.25,2.25,2.38,3,3.38,2.75,2.5,0.88,3.12,3.12,3,"Level"
"152","Commercial Pilots",4,3.88,3.62,3.62,4,0.75,0.25,0,3.62,3.75,3.38,0.75,1.12,3.25,2.62,4,2.62,5.25,4.38,1.5,3,0.75,2.38,4,0.5,3,2.88,3,3.62,3,2.75,0.5,3.12,2.62,3.12,"Level"
"153","Communications Teachers, Postsecondary",4.25,4.25,3.62,3,4.25,0,0,0,4.5,3.62,4.5,0.88,1.25,3,2.75,4,2.62,0,0.62,2.25,2.88,0.62,0.88,4.88,0,1.75,3.12,3.5,4.88,3.12,3,0.62,3.5,0,4.62,"Level"
"154","Community Health Workers",3.62,4,3.5,3.62,3.75,0,0,0,3.62,3.38,3.75,1.62,1.75,3,2.12,3.75,3,1.75,1.88,0.75,3.75,0.75,1.38,4,0,0.5,3.88,4.25,4,3.25,3.25,1,3.38,1.12,3.88,"Level"
"155","Compensation and Benefits Managers",3.62,3.75,3.25,3.5,3.88,0,0,0,3,3.5,2.88,3.5,2,3.38,2.88,3.38,3.12,0,0.75,3.12,3.12,0.62,0.88,4,0,0.75,3.25,3.5,3.88,3.5,3.62,0.62,3.62,0,3.62,"Level"
"156","Compensation, Benefits, and Job Analysis Specialists",3.75,4.25,3.5,3.25,4.25,0,0,0,3.25,3.88,3.62,2.38,1.88,3.12,3.62,3.75,3.25,0.25,1.25,3.75,3.5,1.88,1,4.25,0,3.12,3.12,3.88,4.25,3.75,3.62,1,3.25,0,3.88,"Level"
"157","Compliance Managers",3.88,4,3.5,4,4.25,0,0,0,3.62,3.75,3.5,1.88,1.62,3,2.25,4.5,3.25,0.5,1.38,1.62,3.88,0.88,1.5,4.12,0,0.38,3,3.75,4.12,3.25,3.25,1,3.38,0,4.12,"Level"
"158","Computer and Information Research Scientists",4.88,4.12,4,3.62,4.25,0.62,1.88,0,3.5,4.38,3.62,3.5,2.62,4,4.38,4.38,2.88,1.38,2.5,3.75,3.75,4.25,2.38,4.5,0,3.38,2.75,3.25,4.38,4.38,4.88,4.12,4.12,3,4.25,"Level"
"159","Computer and Information Systems Managers",3.88,3.75,3.75,3.62,3.88,2.38,2.75,0.25,3.88,3.62,3.12,3.25,3.25,3.62,2.62,4.12,3.38,2.12,3.12,3.25,3.38,2.5,2.88,4,2.5,1.62,3.38,3.5,3.75,3.5,4.12,2.25,3.62,3.12,3.88,"Level"
"160","Computer Hardware Engineers",3.88,3.62,4.25,3.25,4,2.25,2.5,1.12,3.62,3.62,3,1.25,1.75,2.88,3,3.38,2.12,0.62,3,3.88,3.12,2.5,3.12,4.38,2.12,3.5,2.75,2.62,3.88,3.38,4.12,2.25,3,3.12,4.12,"Level"
"161","Computer Network Architects",3.94,3.88,3.75,3.62,4,2.88,3.62,2.06,3.69,3.94,3.56,2.5,2.94,3.19,3.31,3.94,3,2.62,3.5,4.38,3.19,3.56,4,4,2.75,3.12,3.19,2.94,3.56,4.19,4.12,3.69,3.69,3.38,3.56,"Level"
"162","Computer Network Support Specialists",3.38,3.62,3.25,2.75,3.75,2.75,2.75,3.12,3.25,3.38,3.25,0.75,1.62,2.25,2.62,3.62,2,2.12,3.12,1.88,2.62,1.75,3.12,3.88,3,1.5,2.88,2.88,3.5,3.38,3.25,1.88,2.62,3.12,3.5,"Level"
"163","Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",3.75,3.12,3.38,3,3.62,2.38,3,0.88,3,3.25,2.88,1.75,2.12,2.62,3.62,3.88,2.38,3.12,3.62,2.5,2.5,4,3,3.75,2.5,1.75,2.12,2.75,3.12,3,3,2.38,3,2.88,3.25,"Level"
"164","Computer Operators",3.5,3.38,3.25,3.25,3.62,0.88,0.88,0.38,3.5,3.12,3.25,1.5,2.62,2.88,2.38,4,2.62,3.25,3.75,1.75,2.62,2.5,3.38,3.75,0.75,1.5,3.12,2.75,3.25,3.25,3.25,1.5,3.25,3.62,3.25,"Level"
"165","Computer Programmers",3.12,3.62,3.5,3,3.75,0,0.5,0.25,3,3.38,2.12,0.75,0.88,2.5,3.25,3.25,2.12,0.5,2,3.5,2.62,4.75,3.88,4.12,0.38,2.62,2.88,3,3.25,3.25,3.5,2.25,3.25,1,3.38,"Level"
"166","Computer Science Teachers, Postsecondary",4.38,4.38,4,3.25,4.5,1.25,1,0,4.5,3.88,4.5,1.12,1.75,2.88,3.62,3.75,2.5,0.88,1.12,2.62,3.12,3,2,4.88,0.12,2.5,2.88,3.5,4.88,3.38,3.38,1.62,3.62,0.88,4.75,"Level"
"167","Computer Systems Analysts",4,4.12,4,3.62,4.5,0.88,2.25,1.5,3.75,4.12,3.38,2.12,2,3.25,3.88,3.88,2.88,2,3.12,3.62,3.5,4.25,4.38,4.5,0.75,2.75,3.25,3.25,3.88,4.12,4.25,3.75,3.62,4.25,4,"Level"
"168","Computer Systems Engineers/Architects",3.75,3.88,3.62,3.12,4,2.5,2.5,1.38,3.38,3.75,3.25,2.88,2.12,3.38,2.88,3.5,2.75,1.12,2.62,4.62,3.12,3.75,3.88,4.12,2,3.62,2.62,3,3.5,3.88,4.25,2.12,3.38,2.75,4.12,"Level"
"169","Computer User Support Specialists",3.25,3.75,3.12,3.25,3.75,2.38,1.62,1.62,3.62,3.12,3,1.25,1.25,2.75,2.12,3.38,2.75,2.62,2.75,2.62,2.75,1.62,3,4,2.25,2.12,3.25,3.12,3.75,3,2.88,1.12,3.12,3,3.38,"Level"
"170","Computer-Controlled Machine Tool Operators, Metal and Plastic",3.12,3.25,3,2.88,4,3.12,3.12,2,3,3,3,1.12,1.5,2.38,2.88,3.88,2.12,3.75,4,2.38,2.5,2.62,3.75,3.62,3,1.5,2.12,2.75,3,2.88,2.88,1.88,3,3.25,2.88,"Level"
"171","Computer, Automated Teller, and Office Machine Repairers",3,3,3.12,2.88,3.12,2.88,3,2.5,2.88,2.62,2.62,0.88,1.25,2.12,1.75,3,2.12,2.88,3,2,2.75,1.25,3,3.12,3.12,1.62,2.88,3,3,2.62,2.38,1.88,3,3.25,3,"Level"
"172","Concierges",2.75,3.75,2.75,2.88,3.62,0,0,0,2.12,2.62,2.38,1,1.62,2.25,2,2.88,2.62,0.88,1,0.5,2.75,0.5,0.62,3.38,0,0,4,3,3.12,2,2,0.62,2.62,0,2.5,"Level"
"173","Construction and Building Inspectors",3.25,3.62,3.25,3,4,0,0.25,0,3,3.38,2.88,1,0.75,2.88,3.38,3.38,2.75,2.25,2.5,2,3,0.5,3.5,4,0,2.25,2.62,2.75,3.75,3,3.12,0.75,3,2,3.38,"Level"
"174","Construction Carpenters",2.75,2.88,2.62,3.38,3.12,2,2.62,1.75,2.62,2.88,2.38,1.5,2,2.38,2.75,3,2.12,2.62,2.75,2,2.38,0,3,2.88,2.5,0.75,2.5,2.5,2.75,2.25,2,1.62,2.88,2.62,2.5,"Level"
"175","Construction Laborers",2,3,2.62,3,2.38,2.38,1.88,1,2.25,2,2,0.38,0.62,1.75,1.12,2.62,2,2.88,2.88,0.62,2,0,2.12,2.62,2,0.75,2.12,2.25,2.75,0.62,0.88,0.5,2.38,2.25,2.25,"Level"
"176","Construction Managers",3.88,4,3.88,4.25,4,0,0.25,0,3.5,4,3.5,4,4,4,3.75,4.12,4,2.12,3,3.62,3.88,0.62,3.12,4,0,2.25,3,3.88,4,3.88,3.88,1.25,4,2.25,4,"Level"
"177","Continuous Mining Machine Operators",2.62,2.62,2.88,3.38,2.88,3.5,2.25,0.62,2.5,3,2.5,0,0,2.5,0.62,3.25,1.75,3.88,4,0.88,2,0,2.38,2.25,3.25,0.38,1.88,1.88,2.38,2.25,2,0.38,2.5,2.88,1.75,"Level"
"178","Control and Valve Installers and Repairers, Except Mechanical Door",2.75,2.88,2.75,2.75,2.88,3,2.25,1.5,2.12,3,2.12,0.38,0.75,1.75,1.38,2.62,1.62,2.75,3.25,1.12,1.62,0.38,3.38,2.88,3,1.38,2.5,2.75,2.62,2,1.75,0.75,2.75,2.88,2.75,"Level"
"179","Conveyor Operators and Tenders",2.62,3,2.88,3.38,3,2.75,2.12,0.25,2.88,2.75,1.75,0.25,0.88,2.62,2,3,2.25,3.62,3.88,2.12,2.38,0.25,3.12,3.12,2.62,2,2.38,2.62,3,2.75,2.5,0.75,2.75,2.88,2.62,"Level"
"180","Cooks, Fast Food",2.12,2.25,1.75,2.38,2.25,0,0.25,0,1.88,2,1.25,0.5,0.5,1.12,1.88,2,1.75,2,2,0.38,2,0,1.5,2.5,0,0.25,2.12,2.62,2.38,1,1.12,0.12,1.62,0.5,1.62,"Level"
"181","Cooks, Institution and Cafeteria",2.75,2.88,2.75,2.88,3,0.38,0.38,0,2.75,2.75,2.75,2.5,2.62,3,2.62,3.12,2.12,2.38,2.38,1.88,2.62,0.25,2.5,2.88,0,0,2.88,2.62,2.88,2.12,2,0.25,3,1.25,2.5,"Level"
"182","Cooks, Private Household",3,2.88,2.75,2.5,3,0,0.5,0,0.62,2.88,2.38,2.75,3.12,2.62,2.38,3.25,2,2.12,2.25,2.25,2.88,0.5,2.38,2.75,0,0.75,3.38,2.75,2.75,2.12,2,1,3,1.62,2.25,"Level"
"183","Cooks, Restaurant",2.75,2.62,2.38,3.25,2.88,0.25,1.25,0,2.62,2.5,2.38,1.88,2.12,2.38,2.12,3.25,2.12,2.12,2.38,0.62,1.88,0,2.62,2.38,0,0.25,2.25,2.5,2.62,1.88,1.75,0.38,2.75,1.12,2.5,"Level"
"184","Cooks, Short Order",2.5,2.62,2.25,3,2.5,0,0.38,0,2.5,2.38,2.12,1.5,1.5,1.88,2,2.75,2.38,0.25,1.88,0,2.62,0,1.5,2.75,0,0,2.88,2.62,2.62,0.5,1.75,0.62,2.75,1.62,2.5,"Level"
"185","Cooling and Freezing Equipment Operators and Tenders",2.88,2.88,3,2.88,3.38,3,2.88,0.88,2.75,2.88,2.25,1.38,1.62,2.5,2.5,3.5,1.88,3.62,3.62,1.5,2.12,0.88,3.25,2.75,2.75,0.75,2.25,2.38,2.75,2.25,2.12,0.62,3,3.12,2.88,"Level"
